updated;price
2023-05-23;58.0733
2023-05-22;57.7588
2023-05-21;57.7588
2023-05-20;57.7588
2023-05-19;58.1957
2023-05-18;59.1983
2023-05-17;58.8303
2023-05-16;58.1621
2023-05-15;57.3795
2023-05-14;57.3795
2023-05-13;57.3795
2023-05-12;56.5881
2023-05-11;56.7465
2023-05-10;55.8615
2023-05-09;55.8615
2023-05-08;55.8615
2023-05-07;55.8615
2023-05-06;55.8615
2023-05-05;57.1654
2023-05-04;57.6695
2023-05-03;58.1449
2023-05-02;60.0592
2023-05-01;60.0592
2023-04-30;60.0592
2023-04-29;60.0592
2023-04-28;61.016
2023-04-27;61.0344
2023-04-26;60.7267
2023-04-25;60.6164
2023-04-24;60.702
2023-04-23;60.702
2023-04-22;60.702
2023-04-21;60.5391
2023-04-20;60.8911
2023-04-19;60.7073
2023-04-18;60.9846
2023-04-17;61.5268
2023-04-16;61.5268
2023-04-15;61.5268
2023-04-14;61.309
2023-04-13;61.3782
2023-04-12;61.5949
2023-04-11;61.6471
2023-04-10;62.5513
2023-04-09;62.5513
2023-04-08;62.5513
2023-04-07;61.5342
2023-04-06;60.4441
2023-04-05;59.8599
2023-04-04;58.5922
2023-04-03;57.9288
2023-04-02;57.9288
2023-04-01;57.9288
2023-03-31;58.1696
2023-03-30;58.641
2023-03-29;58.6253
2023-03-28;58.6041
2023-03-27;58.5359
2023-03-26;58.5359
2023-03-25;58.5359
2023-03-24;58.3165
2023-03-23;58.1064
2023-03-22;57.9467
2023-03-21;58.252
2023-03-20;57.3902
2023-03-19;57.3902
2023-03-18;57.3902
2023-03-17;57.6458
2023-03-16;56.2872
2023-03-15;56.5146
2023-03-14;56.1758
2023-03-13;55.8757
2023-03-12;55.8757
2023-03-11;55.8757
2023-03-10;55.3954
2023-03-09;55.4469
2023-03-08;55.4469
2023-03-07;55.5519
2023-03-06;55.241
2023-03-05;55.241
2023-03-04;55.241
2023-03-03;55.2915
2023-03-02;55.1858
2023-03-01;54.9514
2023-02-28;55.4038
2023-02-27;55.4219
2023-02-26;55.4219
2023-02-25;55.4219
2023-02-24;55.4219
2023-02-23;55.4219
2023-02-22;55.7613
2023-02-21;55.0835
2023-02-20;55.6655
2023-02-19;55.6655
2023-02-18;55.6655
2023-02-17;55.7731
2023-02-16;55.9088
2023-02-15;55.8395
2023-02-14;55.9079
2023-02-13;55.3049
2023-02-12;55.3049
2023-02-11;55.3049
2023-02-10;55.4123
2023-02-09;54.6843
2023-02-08;53.4876
2023-02-07;53.3427
2023-02-06;54.6975
2023-02-05;54.6975
2023-02-04;54.6975
2023-02-03;54.5494
2023-02-02;53.9938
2023-02-01;54.0736
2023-01-31;53.5082
2023-01-30;53.3363
2023-01-29;53.3363
2023-01-28;53.3363
2023-01-27;53.5075
2023-01-26;52.9016
2023-01-25;52.7408
2023-01-24;53.0813
2023-01-23;53.374
2023-01-22;53.374
2023-01-21;53.374
2023-01-20;53.6189
2023-01-19;53.4561
2023-01-18;53.3481
2023-01-17;53.4972
2023-01-16;52.29
2023-01-15;52.29
2023-01-14;52.29
2023-01-13;51.3855
2023-01-12;52.1458
2023-01-11;52.8144
2023-01-10;52.6042
2023-01-09;53.0609
2023-01-08;53.0609
2023-01-07;53.0609
2023-01-06;53.0609
2023-01-05;53.0609
2023-01-04;53.0609
2023-01-03;53.0609
2023-01-02;53.0609
2023-01-01;53.0609
2022-12-31;53.0609
2022-12-30;53.7028
2022-12-29;53.2682
2022-12-28;52.5113
2022-12-27;51.6594
2022-12-26;51.7723
2022-12-25;51.7723
2022-12-24;51.7723
2022-12-23;54.7356
2022-12-22;53.538
2022-12-21;51.8396
2022-12-20;48.7275
2022-12-19;46.9431
2022-12-18;46.9431
2022-12-17;46.9431
2022-12-16;47.5006
2022-12-15;46.7491
2022-12-14;45.8723
2022-12-13;45.8927
2022-12-12;45.5737
2022-12-11;45.5737
2022-12-10;45.5737
2022-12-09;45.8169
2022-12-08;45.8492
2022-12-07;46.0881
2022-12-06;46.1723
2022-12-05;45.5903
2022-12-04;45.5903
2022-12-03;45.5903
2022-12-02;44.8792
2022-12-01;43.8619
2022-11-30;43.9857
2022-11-29;43.6876
2022-11-28;43.5012
2022-11-27;43.5012
2022-11-26;43.5012
2022-11-25;43.4592
2022-11-24;42.5937
2022-11-23;42.7009
2022-11-22;43.2945
2022-11-21;43.0567
2022-11-20;43.0567
2022-11-19;43.0567
2022-11-18;43.3085
2022-11-17;43.2512
2022-11-16;42.9631
2022-11-15;43.2652
2022-11-14;42.273
2022-11-13;42.273
2022-11-12;42.273
2022-11-11;41.8529
2022-11-10;41.903
2022-11-09;41.6228
2022-11-08;41.652
2022-11-07;42.0872
2022-11-06;42.0872
2022-11-05;42.0872
2022-11-04;42.0872
2022-11-03;41.7633
2022-11-02;41.3014
2022-11-01;41.5697
2022-10-31;41.9743
2022-10-30;41.9743
2022-10-29;41.9743
2022-10-28;41.995
2022-10-27;41.4604
2022-10-26;41.1628
2022-10-25;41.8924
2022-10-24;40.6941
2022-10-23;40.6941
2022-10-22;40.6941
2022-10-21;41.0203
2022-10-20;41.286
2022-10-19;41.4394
2022-10-18;41.5691
2022-10-17;42.7874
2022-10-16;42.7874
2022-10-15;42.7874
2022-10-14;43.2358
2022-10-13;43.6147
2022-10-12;43.7
2022-10-11;42.9683
2022-10-10;42.2338
2022-10-09;42.2338
2022-10-08;42.2338
2022-10-07;41.6748
2022-10-06;41.273
2022-10-05;40.6298
2022-10-04;39.7421
2022-10-03;38.2055
2022-10-02;38.2055
2022-10-01;38.2055
2022-09-30;39.7735
2022-09-29;40.4041
2022-09-28;40.2739
2022-09-27;40.2771
2022-09-26;40.2219
2022-09-25;40.2219
2022-09-24;40.2219
2022-09-23;41.4204
2022-09-22;42.358
2022-09-21;41.9017
2022-09-20;42.0684
2022-09-19;41.9743
2022-09-18;41.9743
2022-09-17;41.9743
2022-09-16;41.6519
2022-09-15;41.3812
2022-09-14;42.1291
2022-09-13;42.3367
2022-09-12;42.0629
2022-09-11;42.0629
2022-09-10;42.0629
2022-09-09;42.106
2022-09-08;42.4517
2022-09-07;43.1591
2022-09-06;43.4093
2022-09-05;43.107
2022-09-04;43.107
2022-09-03;43.107
2022-09-02;43.1806
2022-09-01;43.4591
2022-08-31;43.5868
2022-08-30;43.4271
2022-08-29;43.9529
2022-08-28;43.9529
2022-08-27;43.9529
2022-08-26;43.6468
2022-08-25;43.8257
2022-08-24;43.6308
2022-08-23;43.5437
2022-08-22;43.3902
2022-08-21;43.3902
2022-08-20;43.3902
2022-08-19;44.4521
2022-08-18;45.2351
2022-08-17;46.125
2022-08-16;46.1464
2022-08-15;45.6688
2022-08-14;45.6688
2022-08-13;45.6688
2022-08-12;44.8394
2022-08-11;44.7146
2022-08-10;44.7734
2022-08-09;44.5468
2022-08-08;45.3873
2022-08-07;45.3873
2022-08-06;45.3873
2022-08-05;45.0965
2022-08-04;45.0373
2022-08-03;45.9759
2022-08-02;46.8306
2022-08-01;46.0978
2022-07-31;46.0978
2022-07-30;46.0978
2022-07-29;44.496
2022-07-28;43.9593
2022-07-27;42.9905
2022-07-26;42.3002
2022-07-25;41.7941
2022-07-24;41.7941
2022-07-23;41.7941
2022-07-22;40.7933
2022-07-21;39.7026
2022-07-20;40.1078
2022-07-19;40.7211
2022-07-18;41.6359
2022-07-17;41.6359
2022-07-16;41.6359
2022-07-15;42.2151
2022-07-14;42.6868
2022-07-13;42.9122
2022-07-12;44.9282
2022-07-11;45.0422
2022-07-10;45.0422
2022-07-09;45.0422
2022-07-08;46.5311
2022-07-07;46.3672
2022-07-06;42.9823
2022-07-05;40.8224
2022-07-04;39.5408
2022-07-03;39.5408
2022-07-02;39.5408
2022-07-01;38.4339
2022-06-30;37.5858
2022-06-29;39.1066
2022-06-28;39.6464
2022-06-27;39.4433
2022-06-26;39.4433
2022-06-25;39.4433
2022-06-24;39.4658
2022-06-23;39.0407
2022-06-22;40.4676
2022-06-21;41.5325
2022-06-20;42.5752
2022-06-19;42.5752
2022-06-18;42.5752
2022-06-17;42.3574
2022-06-16;41.9753
2022-06-15;42.5683
2022-06-14;43.0537
2022-06-13;43.0537
2022-06-12;43.0537
2022-06-11;43.0537
2022-06-10;43.4316
2022-06-09;45.3184
2022-06-08;46.0988
2022-06-07;46.7376
2022-06-06;47.7322
2022-06-05;47.7322
2022-06-04;47.7322
2022-06-03;47.3508
2022-06-02;47.6833
2022-06-01;48.0553
2022-05-31;49.6752
2022-05-30;52.2816
2022-05-29;52.2816
2022-05-28;52.2816
2022-05-27;48.6739
2022-05-26;44.3409
2022-05-25;44.5523
2022-05-24;45.561
2022-05-23;46.0913
2022-05-22;46.0913
2022-05-21;46.0913
2022-05-20;48.6005
2022-05-19;49.1565
2022-05-18;49.1285
2022-05-17;49.2009
2022-05-16;49.4801
2022-05-15;49.4801
2022-05-14;49.4801
2022-05-13;50.7103
2022-05-12;52.7906
2022-05-11;51.6355
2022-05-10;51.6355
2022-05-09;51.6355
2022-05-08;51.6355
2022-05-07;51.6355
2022-05-06;50.9247
2022-05-05;53.3682
2022-05-04;54.6757
2022-05-03;54.6757
2022-05-02;54.6757
2022-05-01;54.6757
2022-04-30;54.6757
2022-04-29;55.6546
2022-04-28;57.1042
2022-04-27;56.9819
2022-04-26;56.9662
2022-04-25;57.1534
2022-04-24;57.1534
2022-04-23;57.1534
2022-04-22;58.4651
2022-04-21;59.5679
2022-04-20;62.0612
2022-04-19;62.7392
2022-04-18;63.3257
2022-04-17;63.3257
2022-04-16;63.3257
2022-04-15;64.8747
2022-04-14;63.5725
2022-04-13;63.433
2022-04-12;63.3277
2022-04-11;60.363
2022-04-10;60.363
2022-04-09;60.363
2022-04-08;61.6748
2022-04-07;66.6098
2022-04-06;68.0147
2022-04-05;68.2784
2022-04-04;67.8418
2022-04-03;67.8418
2022-04-02;67.8418
2022-04-01;68.5343
2022-03-31;68.8799
2022-03-30;70.2898
2022-03-29;75.6936
2022-03-28;78.3567
2022-03-27;78.3567
2022-03-26;78.3567
2022-03-25;78.8068
2022-03-24;85.4731
2022-03-23;86.279
2022-03-22;87.8278
2022-03-21;87.0878
2022-03-20;87.0878
2022-03-19;87.0878
2022-03-18;88.2128
2022-03-17;91.3567
2022-03-16;94.4845
2022-03-15;99.4486
2022-03-14;100.791
2022-03-13;100.791
2022-03-12;100.791
2022-03-11;103.922
2022-03-10;100.532
2022-03-09;92.1751
2022-03-08;92.1751
2022-03-07;92.1751
2022-03-06;92.1751
2022-03-05;91.6402
2022-03-04;96.529
2022-03-03;89.6062
2022-03-02;79.7962
2022-03-01;80.9718
2022-02-28;72.4776
2022-02-27;72.4776
2022-02-26;72.4776
2022-02-25;75.7582
2022-02-24;70.0182
2022-02-23;70.0182
2022-02-22;66.7859
2022-02-21;65.7912
2022-02-20;65.7912
2022-02-19;65.7912
2022-02-18;65.8061
2022-02-17;64.8098
2022-02-16;65.9246
2022-02-15;66.4782
2022-02-14;64.6326
2022-02-13;64.6326
2022-02-12;64.6326
2022-02-11;64.6402
2022-02-10;64.8446
2022-02-09;65.2691
2022-02-08;65.7378
2022-02-07;66.0766
2022-02-06;66.0766
2022-02-05;66.0766
2022-02-04;66.8412
2022-02-03;66.7786
2022-02-02;67.0552
2022-02-01;67.1523
2022-01-31;67.3423
2022-01-30;67.3423
2022-01-29;67.3423
2022-01-28;68.7422
2022-01-27;69.2033
2022-01-26;69.0844
2022-01-25;68.046
2022-01-24;67.3165
2022-01-23;67.3165
2022-01-22;67.3165
2022-01-21;66.851
2022-01-20;67.1967
2022-01-19;66.5429
2022-01-18;66.5067
2022-01-17;66.5935
2022-01-16;66.5935
2022-01-15;66.5935
2022-01-14;65.1624
2022-01-13;64.5905
2022-01-12;64.936
2022-01-11;64.9168
2022-01-10;64.5097
2022-01-09;64.5097
2022-01-08;64.5097
2022-01-07;64.5097
2022-01-06;64.5097
2022-01-05;64.5097
2022-01-04;64.5097
2022-01-03;64.5097
2022-01-02;64.5097
2022-01-01;64.5097
2021-12-31;64.5097
2021-12-30;64.0614
2021-12-29;63.9902
2021-12-28;63.917
2021-12-27;63.9788
2021-12-26;63.9788
2021-12-25;63.9788
2021-12-24;64.1833
2021-12-23;64.5554
2021-12-22;64.9915
2021-12-21;65.4377
2021-12-18;64.9058
2021-12-17;64.4595
2021-12-16;64.9582
2021-12-15;64.6258
2021-12-14;64.6079
2021-12-11;64.7882
2021-12-10;64.8656
2021-12-09;65.0362
2021-12-08;65.2267
2021-12-07;65.1106
2021-12-04;64.9915
2021-12-03;65.3897
2021-12-02;65.2017
2021-12-01;66.1976
2021-11-30;66.1594
2021-11-27;66.3978
2021-11-26;64.6871
2021-11-25;64.714
2021-11-24;65.2734
2021-11-23;64.357
2021-11-20;63.5695
2021-11-17;63.5141
2021-11-16;63.4553
2021-11-13;62.9624
2021-11-12;62.4065
2021-11-11;62.5039
2021-11-10;63.0994
2021-11-09;62.8859
2021-11-04;62.7828
2021-11-03;62.9017
2021-11-02;62.1329
2021-10-30;62.0283
2021-10-29;62.0808
2021-10-28;61.3745
2021-10-27;61.0057
2021-10-26;61.7408
2021-10-23;62.1954
2021-10-22;62.2477
2021-10-21;62.1196
2021-10-20;62.2494
2021-10-19;62.2264
2021-10-16;62.4148
2021-10-15;63.3189
2021-10-14;63.2968
2021-10-13;63.4367
2021-10-12;63.4604
2021-10-09;64.2981
2021-10-08;64.926
2021-10-07;65.034
2021-10-06;65.2977
2021-10-05;65.5908
2021-10-02;65.6093
2021-10-01;64.9483
2021-09-30;65.4177
2021-09-29;65.1614
2021-09-28;65.5344
2021-09-25;66.1515
2021-09-24;66.1583
2021-09-23;66.5485
2021-09-22;66.7579
2021-09-21;66.8625
2021-09-18;66.0148
2021-09-17;66.2244
2021-09-16;66.571
2021-09-15;66.0914
2021-09-14;66.3587
2021-09-11;66.2237
2021-09-10;66.5263
2021-09-09;66.6595
2021-09-08;66.5493
2021-09-07;66.391
2021-09-04;66.2464
2021-09-03;66.2174
2021-09-02;66.3294
2021-09-01;66.7044
2021-08-31;66.9924
2021-08-28;67.172
2021-08-27;67.1575
2021-08-26;67.161
2021-08-25;67.3864
2021-08-24;67.3578
2021-08-21;67.8225
2021-08-20;67.6276
2021-08-19;67.0194
2021-08-18;67.2143
2021-08-17;67.1135
2021-08-14;66.6383
2021-08-13;66.6429
2021-08-12;66.7685
2021-08-11;66.6119
2021-08-10;66.707
2021-08-07;66.6397
2021-08-06;66.75
2021-08-05;66.6536
2021-08-04;66.7299
2021-08-03;66.5684
2021-07-31;66.7873
2021-07-30;66.667
2021-07-29;66.9414
2021-07-28;67.0819
2021-07-27;67.2335
2021-07-24;66.7901
2021-07-23;66.7976
2021-07-22;67.621
2021-07-21;67.9105
2021-07-20;67.7137
2021-07-17;67.3498
2021-07-16;67.6169
2021-07-15;67.0832
2021-07-14;67.0854
2021-07-13;67.8087
2021-07-10;67.6639
2021-07-09;68.462
2021-07-08;66.9028
2021-07-07;66.1275
2021-07-06;66.1473
2021-07-03;66.0632
2021-07-02;65.474
2021-07-01;65.8309
2021-06-30;65.3534
2021-06-29;65.1982
2021-06-26;65.1701
2021-06-25;65.2438
2021-06-24;65.5367
2021-06-23;66.2346
2021-06-22;66.5352
2021-06-19;65.6292
2021-06-18;65.55
2021-06-17;65.5286
2021-06-16;65.2631
2021-06-12;65.4221
2021-06-11;65.9277
2021-06-10;65.8622
2021-06-09;66.4983
2021-06-08;66.6235
2021-06-05;66.4871
2021-06-04;66.7276
2021-06-03;66.941
2021-06-02;66.8167
2021-06-01;66.8063
2021-05-29;66.9917
2021-05-28;67.3525
2021-05-27;67.5031
2021-05-26;67.4877
2021-05-25;67.592
2021-05-22;67.7192
2021-05-21;67.5546
2021-05-20;67.5478
2021-05-19;67.6791
2021-05-18;67.5728
2021-05-15;67.7223
2021-05-14;67.825
2021-05-13;68.0765
2021-05-12;68.0805
2021-05-08;67.9255
2021-05-07;68.2284
2021-05-06;68.4763
2021-05-05;68.825
2021-05-01;68.763
2021-04-30;68.2939
2021-04-29;68.824
2021-04-28;69.178
2021-04-27;69.4321
2021-04-24;69.5883
2021-04-23;70.7641
2021-04-22;70.9947
2021-04-21;70.1024
2021-04-20;70.5324
2021-04-17;69.4202
2021-04-16;70.7122
2021-04-15;69.4431
2021-04-14;70.6382
2021-04-13;70.8375
2021-04-10;70.4324
2021-04-09;70.4345
2021-04-08;70.7638
2021-04-07;69.2132
2021-04-06;69.2821
2021-04-03;68.8291
2021-04-02;68.4521
2021-04-01;68.3665
2021-03-31;68.6362
2021-03-30;69.1584
2021-03-27;69.2324
2021-03-26;69.8236
2021-03-25;70.0874
2021-03-24;69.2856
2021-03-23;68.6402
2021-03-20;68.2208
2021-03-19;67.4835
2021-03-18;66.9738
2021-03-17;66.7996
2021-03-16;67.105
2021-03-13;67.3552
2021-03-12;67.726
2021-03-11;68.0477
2021-03-10;68.2166
2021-03-06;68.6822
2021-03-05;68.8049
2021-03-04;68.7798
2021-03-03;69.7913
2021-03-02;69.4702
2021-02-27;70.204
2021-02-26;69.2537
2021-02-25;69.852
2021-02-21;70.1629
2021-02-20;70.0987
2021-02-19;69.7674
2021-02-18;69.598
2021-02-17;69.4687
2021-02-16;69.6756
2021-02-13;70.4337
2021-02-12;70.4772
2021-02-11;70.6284
2021-02-10;70.6772
2021-02-09;70.3388
2021-02-06;71.2287
2021-02-05;71.9826
2021-02-04;72.4434
2021-02-03;72.3216
2021-02-02;72.0711
2021-01-30;72.8784
2021-01-29;73.0375
2021-01-28;72.3591
2021-01-27;72.8805
2021-01-26;72.1617
2021-01-23;71.7602
2021-01-22;70.8643
2021-01-21;70.7002
2021-01-20;70.8922
2021-01-19;71.286
2021-01-16;70.9246
2021-01-15;70.9339
2021-01-14;70.8791
2021-01-13;71.2694
2021-01-12;71.5706
2021-01-01;71.6058
2020-12-31;71.4915
2020-12-30;71.0732
2020-12-29;71.266
2020-12-26;71.1692
2020-12-25;72.2282
2020-12-24;72.9265
2020-12-23;72.8792
2020-12-22;72.1086
2020-12-19;70.7849
2020-12-18;70.7118
2020-12-17;71.0025
2020-12-16;70.5493
2020-12-15;70.1864
2020-12-12;70.2296
2020-12-11;70.5078
2020-12-10;70.3341
2020-12-09;70.8048
2020-12-08;71.2475
2020-12-05;71.4485
2020-12-04;72.089
2020-12-03;72.3071
2020-12-02;73.1738
2020-12-01;73.1566
2020-11-28;72.9177
2020-11-27;72.3446
2020-11-26;72.2815
2020-11-25;72.6855
2020-11-24;73.0006
2020-11-21;73.2011
2020-11-20;73.3683
2020-11-19;73.0663
2020-11-18;73.0428
2020-11-17;73.6461
2020-11-14;73.5774
2020-11-13;73.2195
2020-11-12;72.2654
2020-11-11;72.7217
2020-11-10;74.3421
2020-11-07;74.5917
2020-11-06;75.2034
2020-11-04;76.4861
2020-11-03;76.8002
2020-10-31;76.0361
2020-10-30;75.6364
2020-10-29;74.3868
2020-10-28;72.9747
2020-10-27;72.8839
2020-10-24;73.1004
2020-10-23;73.6946
2020-10-22;73.4269
2020-10-21;73.6848
2020-10-20;73.9528
2020-10-17;74.0895
2020-10-16;74.0616
2020-10-15;73.3133
2020-10-14;73.2703
2020-10-13;72.9497
2020-10-10;72.7575
2020-10-09;73.5401
2020-10-08;73.7379
2020-10-07;74.3695
2020-10-06;73.9394
2020-10-03;74.2491
2020-10-02;73.2244
2020-10-01;74.5749
2020-09-30;75.4267
2020-09-29;74.6301
2020-09-26;72.863
2020-09-25;73.2691
2020-09-24;72.6805
2020-09-23;72.8995
2020-09-22;73.0679
2020-09-19;71.7459
2020-09-18;71.7672
2020-09-17;71.214
2020-09-16;71.1035
2020-09-15;70.5089
2020-09-12;70.5175
2020-09-11;71.2355
2020-09-10;71.7688
2020-09-09;71.4859
2020-09-08;71.2148
2020-09-05;70.7965
2020-09-04;71.0421
2020-09-03;69.5502
2020-09-02;69.6464
2020-09-01;69.7118
2020-08-29;70.43
2020-08-28;70.9467
2020-08-27;71.1045
2020-08-26;70.1064
2020-08-25;70.3288
2020-08-22;70.2302
2020-08-21;69.5593
2020-08-20;69.4441
2020-08-19;69.5215
2020-08-18;68.5431
2020-08-15;68.5701
2020-08-14;68.9363
2020-08-13;68.5947
2020-08-12;68.9432
2020-08-11;69.6122
2020-08-08;69.7227
2020-08-07;69.1631
2020-08-06;69.3059
2020-08-05;69.2498
2020-08-04;70.1098
2020-08-01;70.187
2020-07-31;69.8067
2020-07-30;68.877
2020-07-29;68.1154
2020-07-28;67.8692
2020-07-25;67.3446
2020-07-24;66.2123
2020-07-23;66.1788
2020-07-22;66.1541
2020-07-21;67.1577
2020-07-18;66.9191
2020-07-17;66.5617
2020-07-16;66.1835
2020-07-15;66.2977
2020-07-14;66.067
2020-07-11;66.6914
2020-07-10;66.0917
2020-07-09;66.2647
2020-07-08;67.0275
2020-07-07;66.3174
2020-07-04;65.6027
2020-07-03;65.664
2020-07-02;65.5176
2020-07-01;65.4264
2020-06-30;65.2683
2020-06-27;64.6332
2020-06-26;64.7974
2020-06-25;64.615
2020-06-24;64.2861
2020-06-23;64.9925
2020-06-20;65.0545
2020-06-19;65.0666
2020-06-18;64.6797
2020-06-17;64.9585
2020-06-16;65.5691
2020-06-12;64.609
